,cons_12m,cons_gas_12m,forecast_cons_12m,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_pow_off_peak,imp_cons,margin_gross_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,churn,date_end_offpeak,date_end_peak,date_renewal_offpeak,date_renewal_peak,id,channel_sales_ewpakwlliwisiwduibdlfmalxowmwpci,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,channel_sales_lmkebamcaaclubfxadlmueccxoimlema,channel_sales_usilxuppasemubllopkaafesmlibmsdf,origin_up_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_up_ldkssxwpmemidmecebumciepifcamkci,origin_up_lxidpiddsbxsbosboudacockeimpuepw
16,5.895719157369822,4.906248820942806,13517.5,1.24551266781415,0.1640579999999999,44.31137796,3.4126923332972745,1.4261858252445114,2,3.036932156924904,6,1.0934216851622351,0,1,0,1,0,bd14bbac3aca710ee5288fcd8511d4bb,0,0,0,0,0,0,1
17,4.488226284535642,0.0,3045.16,2.0764219673605933,0.1128599999999999,40.606701,0.0,1.307282047033346,1,2.527346292603316,5,1.414973347970818,0,0,1,0,1,4e4a34a6d91ff25d0fdf68733907ad44,0,1,0,0,0,0,0
18,4.395134107477812,0.0,1088.35,2.154697793596388,0.115174,40.606701,1.9050399280762116,1.3535315590777621,1,2.0734983987172617,5,1.2041471252128475,0,0,0,0,0,f2b93783adecf0d0d8d60ab547bda3de,0,0,0,0,0,1,0
19,4.187859000340963,0.0,194.42,1.2857822737793947,0.1457109999999999,44.31137796,0.0,1.3974185423513477,1,1.3025473724874856,4,1.146128035678238,0,0,0,0,0,47e976c5d7f1ee1fee6d60ca39fd0218,0,1,0,0,0,0,1
20,4.224869594573257,0.0,1686.67,2.1230999552555745,0.1152369999999999,40.606701,2.2805556080062743,0.8808135922807914,2,2.3103746420476123,6,1.3180633349627615,0,0,0,0,0,db6ac41fb6972374f28bc6f8e43b9764,0,1,0,0,1,0,0
21,4.431170701483257,0.0,2761.95,2.117105502761251,0.1186359999999999,40.606701,2.6177130898634275,1.6843964784190204,1,2.5017847633884998,5,1.5563025007672873,0,1,0,1,0,bee0c7e972180fbee50c2ea15b12965c,0,1,0,0,0,0,1
22,4.313044233082023,0.0,3037.82,0.0,0.142417,44.31137796,2.7402758219108154,0.7109631189952756,1,2.409865523598587,3,1.0791812460476249,0,1,0,1,0,78014630fbac3e6aa980361d25cea748,0,0,0,1,0,0,1
23,4.084862139048422,0.0,1418.81,1.2410481506716444,0.160302,44.31137796,0.0,1.3873898263387294,2,2.096458111717453,3,1.0565999762927811,0,1,0,1,0,5789c446141a44a9b405db35682f6eb5,0,1,0,0,1,0,0
24,4.118033128828567,0.0,1932.42,1.3119656603683663,0.143478,44.31137796,0.0,0.658964842664435,1,2.1809855807867304,6,1.1522883443830565,0,0,0,0,0,ed5bc499fecb8eee257857fd286ebd65,0,0,0,0,1,0,0
25,3.554489160003819,0.0,379.83,2.1672582430436282,0.1152369999999999,41.1052014,1.5264685124694775,1.768786046908014,1,1.5994463757252757,5,1.3820170425748683,1,0,0,0,0,389bbbe70248fbeecdf9bb1bd0d1da04,0,1,0,0,0,0,1
26,3.4204508591060683,0.0,394.83,1.2299376859079338,0.1457109999999999,44.31137796,0.0,1.1942367487238292,1,1.5979144712025282,6,1.0565999762927811,0,0,1,0,1,31615bef53242dfedeaf275214044ca1,0,0,0,0,0,1,0
27,3.680607428991788,0.0,719.4,0.0,0.144039,45.80687796,0.0,1.3100557377508915,1,1.7853298350107671,4,1.130333768495006,0,0,0,0,0,74ff037708f036de5745ce34d8d9d4df,0,1,0,0,0,0,1
28,3.9004217534577377,0.0,856.81,2.1243737864846297,0.1152369999999999,40.9390266,2.0600175425316003,1.3222192947339193,1,1.9777693180915743,6,1.2043913319192996,0,0,0,0,0,7287dad2f1f535d03435ea7c78b557c4,0,0,0,0,1,0,0
29,6.2688018472621625,4.622048150919247,3074.16,2.00021709297223,0.1152369999999999,40.606701,0.0,1.64777405026883,2,2.6887934392855377,5,1.4771212547196624,0,0,1,0,1,26c7bba7d51f86a16109de505bcd4f52,0,0,1,0,0,1,0
30,2.5118833609788744,0.0,8.32,0.31806333496276157,0.14317,44.31137796,0.0,1.2926990030439298,2,0.35602585719312274,7,1.1522883443830565,1,0,1,0,1,44e826a55734d0ca5eeafcae0e991a75,0,1,0,0,0,1,0
31,3.3230457354817013,0.0,355.17,1.3138672203691535,0.198096,46.30537836,0.0,1.4617985575251093,2,1.3010299956639813,4,1.0565999762927811,0,0,1,1,0,4bffd9d74bfb770ef7763e8e4e88dfc3,0,0,0,1,1,0,0
32,4.292123103712869,0.0,2886.5,1.2683439139510646,0.143166,44.31137796,0.0,1.2659963704950792,1,2.3891483576973775,4,1.171901890731724,0,0,1,0,1,2d9d0546d83c60ed3d5728d744d65c40,0,0,0,1,0,0,1
33,4.621332101120808,0.0,4107.43,2.117171827514267,0.1165089999999999,40.606701,2.616517523414803,1.04766419460156,1,2.6798093267246728,3,1.4976206497812878,0,0,0,0,0,79d29481ee261caf08387bcef9e4346d,0,0,0,1,0,0,1
34,4.579440597139797,0.0,3879.98,2.1195198178681944,0.114604,40.606701,2.52022143588196,1.659345635746177,1,2.611702070594105,11,1.5314789170422551,0,0,0,0,0,044d071a5dbc2668cddad4f2b28c91d1,0,0,0,0,0,1,0
35,4.615055304179721,0.0,4294.49,2.1689686465547657,0.1153599999999999,40.606701,2.5478731179153007,0.6739419986340879,1,2.704553725668024,4,1.3180633349627615,0,0,0,0,0,af87b64523cf1f4f4a681e2cc44c8629,0,1,0,0,0,0,1
36,6.3037988976310535,0.0,547.35,1.2335037603411345,0.144902,44.31137796,1.714245911017894,1.3525683861793085,1,1.7107940999303275,5,1.1522883443830565,0,0,1,0,1,9403f3f9ff06ec9e49db8255ede2b098,0,0,1,0,1,0,0
37,4.310268366632448,0.0,869.54,2.0843975191411492,0.120372,40.606701,0.0,1.7880976333802974,1,2.051692641798037,6,1.4409090820652177,0,1,0,1,0,51a7edcf29ed04830da6b3ee79f9e508,0,0,1,0,1,0,0
38,3.775100498879025,0.0,510.87,1.2893659515200318,0.1457109999999999,44.31137796,1.673665876245702,1.404833716619938,1,1.7135745377720697,6,1.2041199826559248,0,0,0,0,1,d9260de11c54a215fa7363f603bbeaf6,0,1,0,0,0,0,1
39,3.78161178249315,0.0,913.0,1.3126004392612594,0.147506,45.80687796,0.0,1.2583978040955086,1,1.9416604783883924,4,1.0565999762927811,0,0,0,0,0,a853b52e3992aa2df0870fe42d843a65,0,0,0,1,1,0,0
40,6.287442056839868,0.0,3426.48,1.720985744153739,0.143166,44.31137796,2.7109884661825383,1.1122697684172707,1,2.4475611176714263,3,1.171726453653231,0,0,1,0,1,91607f6e0ed7143ab1a5b2abc20f1c00,0,1,0,0,0,0,1
41,3.961041216953312,0.0,419.22,1.2385478876813278,0.142881,46.30537836,1.8773137433122384,1.4842998393467859,1,1.503790683057181,4,1.171901890731724,0,0,1,1,0,757ea31873662fe77d60e8c4f736a1ec,0,1,0,0,0,0,1
42,3.629409599102719,0.0,632.17,1.2489536154957075,0.144902,44.31137796,0.0,1.1942367487238292,1,1.8151791301394187,4,1.0565999762927811,0,0,1,0,1,d53f9011d82ed1f4850d0d312d04468b,1,0,0,0,0,1,0
43,4.086359830674748,0.0,1811.9,1.3443922736851108,0.145877,44.31137796,0.0,1.3873898263387294,1,2.196480167700148,5,1.0565999762927811,0,1,0,1,0,af47b8ea9a596c200ee39128a95738f9,0,0,1,0,0,1,0
44,4.141763230275788,0.0,8.83,1.2846562827885157,0.146694,44.31137796,0.0,1.4944328987263986,1,0.2741578492636798,5,1.1522883443830565,0,1,0,1,0,f8943edfeb1783f3793d3abc6305c1e3,0,0,0,1,0,0,1
45,5.043499815578472,0.0,3485.92,2.1234269350044213,0.1169099999999999,40.606701,2.437243061177006,1.5198279937757189,1,2.620906062403131,4,1.441066406639263,0,0,0,0,0,adfec8a906dfa5c6d836231e65825539,0,1,0,0,0,0,1
46,4.898127066649166,0.0,2690.38,2.11882666293329,0.114025,40.606701,2.3062105081677613,1.1258064581395268,1,2.4952112044578283,6,1.3180633349627615,0,0,1,0,1,34f2d4431b7db25cd660b098acf3d3a0,0,1,0,0,0,1,0
47,3.7129021250472225,0.0,0.0,0.0,0.0006,0.0,0.0,1.403635189790548,1,1.9100905455940682,5,1.1720188094245565,0,0,0,0,0,cdcc2c363d5b34232082cee78776e59e,0,0,0,0,0,0,1
48,4.9453651693718585,0.0,9070.33,2.1655707406329,0.115744,40.606701,2.786808188955903,1.5299434016586693,1,2.8575556182150303,6,1.5314789170422551,1,1,0,1,0,b96aa3a8655203318c6b853dbdb0ceb7,0,1,0,0,0,0,1
49,4.34896651180206,0.0,2377.86,2.1584831126992476,0.1152369999999999,40.606701,2.3576680930436336,1.0386201619497029,1,2.3717880089022003,5,1.7283537820212285,0,0,0,0,0,54a77b7ec412ca7133750d2cb2a24096,1,0,0,0,1,0,0
50,4.500428598023598,0.0,82.03,2.115943176939055,0.120372,40.606701,1.1202447955463652,2.0409976924234905,1,1.0538464268522527,5,1.6901960800285136,0,1,0,1,0,0f7487e3c557be9c77570e11ce572454,0,1,0,0,0,0,1
51,5.666187454051778,0.0,2858.82,2.0738649229029993,0.1152369999999999,40.606701,0.0,1.0806264869218056,1,2.5723487407451597,3,1.5314789170422551,0,0,0,0,0,17e84c1bc19211777dfbb1cca8af94fc,0,1,0,0,0,0,1
52,4.025428761407241,0.0,1122.03,2.115976429454818,0.120372,40.606701,1.998520882835038,1.5707763687947482,1,2.1416378746732714,4,1.3222192947339193,0,1,0,1,0,b664719a6cbb1966d9987c3f6ec6d209,0,1,0,0,0,0,1
53,4.333527878521092,0.0,3213.49,1.2327420627207368,0.144149,44.31137796,0.0,1.3070679506612983,1,2.4813136109793765,3,1.0565999762927811,1,0,0,0,0,d8e589d515b7c905bb73eece1d8781d8,0,1,0,0,0,0,1
54,5.542651176455405,0.0,2767.31,2.1572451604751945,0.1165089999999999,40.606701,2.341117839133862,0.7371926427047373,1,2.5628041979142773,5,2.0043213737826426,0,0,0,1,0,a20ef5d293e20e3d9e9f60cf2be3ce63,0,0,0,0,0,1,0
55,3.8642143304613294,0.0,1094.82,1.2860071220794747,0.1457109999999999,44.31137796,2.357858648301793,1.4577305482459986,1,2.0511525224473814,4,1.2041199826559248,0,0,0,0,0,413f4bf21686876dd0d9a2bf0cc5ba1f,0,1,0,0,0,0,1
56,6.052815865775045,0.0,1346.17,2.114744387545126,0.1165089999999999,40.606701,2.07448730498569,0.5390760987927766,1,2.2403245550904343,4,1.3163897510731954,1,0,0,0,0,3bd97d79feb083b315baa9545c76c84d,0,1,0,0,0,0,1
57,4.056904851336473,0.0,2158.81,1.1886472959997172,0.186188,45.80687796,2.316787811602096,1.5861370252307931,1,2.9374878012879626,5,1.130333768495006,0,0,0,0,0,cb5171895e4a15e2c72cbbd7cf054cbf,0,1,0,0,0,0,1
58,5.211366198042725,0.0,7603.69,2.1195198178681944,0.115744,40.606701,2.9231403560252005,1.2385478876813278,1,2.831601055400997,5,1.2405492482825997,0,1,0,1,0,b50576e9fd15d9fa7e550be0f19fbf9e,0,1,0,0,0,0,1
59,5.199272359547378,5.27554629383269,5658.04,2.1148110738380637,0.114481,40.606701,2.973700375165847,1.5659658174466666,3,2.764220979762992,6,1.6127838567197355,0,0,0,0,0,063acc614e176cf9edb486d267a90097,0,0,0,0,0,0,1
60,4.926399045298819,5.271511696145945,3166.13,2.1242759320063374,0.1165089999999999,40.606701,2.4821443856374104,0.2552725051033058,4,2.599479143187427,4,1.2612628687924936,0,0,0,0,0,cd2ac5886d344c93b3a2358e4604e1fe,0,0,0,1,1,0,0
61,3.4605971888976015,0.0,436.45,1.2016701796465816,0.146694,44.31137796,0.0,1.5524248457040855,1,1.6989700043360187,3,1.171901890731724,0,1,0,1,0,78b67084b27f0d33429985d7a1fd6258,0,0,1,0,1,0,0
62,3.936915680945254,0.0,399.54,2.115943176939055,0.1169,40.606701,1.585799009013001,1.7239479764316434,1,1.6671726724788685,6,1.3381575642717727,0,1,0,1,0,ac9b40690cdc78263fecc452bd92c227,0,0,0,0,0,0,1
64,3.7545776560447304,0.0,853.4,1.263636068588108,0.1458839999999999,44.31137796,0.0,1.3937506403480804,1,1.9217904856581869,5,1.0565999762927811,0,1,0,1,0,d26bcf1a3e3f6252b9812903f402dcf1,1,0,0,0,0,1,0
65,6.00756856255847,5.273184216267906,100.27,2.1697038169945717,0.115174,40.606701,1.1092409685882032,1.6812412373755872,2,1.1928461151888416,5,1.4871383754771865,0,0,0,0,1,d44fcb35df8f88e9032ad52678d060a3,0,1,0,0,0,0,1
66,4.220265033587232,5.356121506236986,1694.72,2.1244716189194874,0.1169,40.606701,2.303390474113389,1.4102709642521845,2,2.265407496531089,6,1.2430380486862944,0,1,0,1,0,327e887296aa77019b4954c6bb0a8cc3,0,1,0,0,1,0,0
67,3.3984608496082234,0.0,375.75,1.3119656603683663,0.1457109999999999,44.31137796,0.0,1.3714373174041008,1,1.567731962548069,4,1.171901890731724,0,0,0,0,0,6f062ee9f3f8b2a404078abb4cd85510,0,0,1,0,0,1,0
68,4.967168738994971,0.0,8796.43,2.166637294231805,0.113323,40.606701,2.866913217335921,1.2024883170600935,2,2.929311616174098,6,1.7481880270062005,0,0,1,0,1,9cdfb70886ecb55f8a8620af8a99a722,0,1,0,0,0,0,1
69,2.776701183988411,0.0,74.51,1.165541076722373,0.16304,46.30537836,0.0,1.3332456989619628,1,1.3370597263205246,6,1.0565999762927811,0,0,0,0,0,d8711ce9aef0a42cf24b1e65da32fe3f,0,1,0,0,1,0,0
70,4.80967416476564,4.326376830173809,4766.96,2.164442085209516,0.1186359999999999,40.606701,2.5769974799267477,1.369957607346053,2,2.7252253622308817,3,1.2041471252128475,1,0,0,0,0,215fcb61cd9905b5e605b292666975d9,0,1,0,0,0,1,0
71,4.8320232533073915,4.167140035508358,6714.09,2.172573743771971,0.112852,40.606701,2.6721902511882525,1.3205616801952367,2,2.757896848931442,3,1.3222192947339193,0,1,0,1,0,33e5a46305e282aef856ef00fee02e2c,0,1,0,0,0,0,1
72,3.805092878342673,0.0,958.79,1.2370407913791908,0.145541,44.31137796,2.2171416379382807,1.5524248457040855,1,2.0120353591495292,6,1.171901890731724,0,1,0,1,0,270835591aad4b5231d23fb7bdcd3bcf,0,0,0,0,1,0,0
73,3.8477576883923312,0.0,1058.3,1.311541958401195,0.147506,45.80687796,0.0,1.378216149749878,1,2.013174409878867,4,1.171901890731724,0,0,0,0,0,d766f436878bdf7c211ad1546e4357e9,0,0,0,1,1,0,0
74,4.294576439201622,4.660827546698382,1991.63,2.1112288982341556,0.1165089999999999,40.606701,2.1728946977521764,1.7912694809102685,3,1.8316778491914667,5,1.414973347970818,0,0,0,0,0,38ff1f75487719c54ba3d4a46f9ee244,0,0,1,0,0,0,1
75,4.198767021009409,0.0,461.63,1.2425414282983842,0.1458839999999999,44.31137796,0.0,1.5861370252307931,1,1.6634182122526797,6,1.2041199826559248,0,1,0,1,0,a29ad433a1585b364e5485ec55b6bbc3,0,0,0,0,1,0,0
76,4.038659894302496,0.0,777.96,1.2474822606770544,0.165793,44.31137796,2.338536173355659,1.1922886125681202,1,1.7840464158081133,7,1.0549958615291415,0,0,1,0,1,be272db990d3604a49a54887dfa904f4,0,1,0,0,0,1,0
77,4.180441298194719,0.0,1637.98,1.0557604646877348,0.1640579999999999,44.31137796,2.694973534979556,1.4879863311293935,1,2.1319392952104246,3,1.1900514177592059,0,1,0,1,0,6187a71186583ed2457d182b00b632c5,1,0,0,0,0,0,1
78,3.5121505369220305,0.0,487.33,1.2415464805965484,0.1457109999999999,44.31137796,0.0,1.044539760392411,1,1.6842167951388805,5,1.0565999762927811,0,0,1,0,1,6ae7e4a3bdf96abb7783b342378ca5fc,0,0,0,0,0,1,0
79,3.6104472214421213,0.0,601.62,1.252610340567373,0.142822,44.31137796,1.9890936926103255,1.2174839442139063,1,1.7808211758534729,6,1.0791812460476249,0,0,1,0,1,cfc1377e09c9866fae771bb4180f026a,1,0,0,0,1,0,0
80,4.20854884177061,0.0,1739.46,0.0,0.115174,40.606701,2.193653224907199,1.1430148002540952,1,2.2618573856298982,6,1.3364597338485296,0,0,1,0,1,d4a84ff4ec620151ef05bdef0cf27eab,0,0,0,0,1,0,0
81,4.712304485510429,0.0,3469.21,1.2617385473525378,0.159815,44.31137796,0.0,0.7656685547590141,2,2.0905049414240433,3,1.0549958615291415,1,0,0,0,0,1d4a665170914d996d3fb78069495516,0,1,0,0,0,1,0
82,3.243286146083446,0.0,176.01,2.1099495802305883,0.120372,40.606701,0.850033257689769,1.584218112117405,1,1.3592661646067485,4,1.2430380486862944,0,1,0,1,0,e91f386614c13becdf81cc47fadfa2a2,0,1,0,0,0,0,1
83,4.71412010756549,0.0,5282.47,2.1194868355646355,0.1186359999999999,40.606701,2.6101595844990424,1.391993072259713,1,2.736786793449335,4,1.437750562820388,0,1,0,1,0,b5159f09fc3592f49048683fb75629da,0,1,0,0,0,0,1
84,4.582847113905814,0.0,2318.35,2.2272695167098435,0.114025,40.606701,2.3714003860309845,1.3977662561264501,1,2.4713210542893744,5,1.7075701760979363,0,0,1,0,1,c0465e0147cc1faf14e8793a14c92cd2,0,1,0,0,0,0,1
85,4.927000593342864,0.0,3787.85,2.115976429454818,0.1157609999999999,40.606701,2.513337480770356,1.4222614508136027,1,2.6334583555904723,4,1.3432115901797474,1,0,0,0,0,3c52cd186c318638296ed093e9cdf412,0,1,0,0,0,0,1
86,3.92147838037569,0.0,1210.54,1.2442771208018428,0.142065,44.31137796,0.0,1.455149521179828,1,2.053232148840502,6,1.1553360374650619,0,0,0,0,1,0acfc92892cc39bb48fb3398a8cda11f,0,1,0,0,0,0,1
87,3.1878026387184195,1.6434526764861874,19.59,2.1242106834362176,0.1169099999999999,40.606701,0.4517864355242902,1.6382895354142568,2,0.5352941200427705,6,1.255272505103306,1,0,0,0,0,f1f24e9f048478c6d41fa05795b1d424,0,0,0,0,0,1,0
88,3.216165902285993,0.0,312.66,1.1702617153949575,0.182936,47.80087836,0.0,1.6954816764901974,1,1.4598446423882079,4,1.171901890731724,0,1,0,1,0,471f25ae25f8c42dbfae0bc1e76c1cd3,0,1,0,0,0,0,1
89,3.6559064181802152,0.0,676.72,1.2345172835126867,0.14531,44.31137796,0.0,1.3517963068970236,1,1.8112397727532894,4,1.0565999762927811,0,0,0,0,0,e0b40169a9075474ca8bddab6d490484,0,1,0,0,0,1,0
90,3.5883837683787276,0.0,577.24,1.2893659515200318,0.144902,44.31137796,0.0,1.2699796766453237,1,1.7394932307816149,6,1.130333768495006,0,0,1,0,1,3133a89333b09b9eaf541818eabf5c93,0,1,0,0,0,0,1
91,3.9037409406215384,0.0,800.29,2.125578849002185,0.1169,40.606701,1.9563605536733222,1.584218112117405,1,1.9445813642269263,6,1.2430380486862944,0,1,0,1,0,9d566b80c46439fb4fa5d9c8eaa51f7e,0,1,0,0,1,0,0
92,3.8175653695597807,0.0,983.37,1.249931756634195,0.14531,44.31137796,2.215373152783422,1.4320066872695985,1,1.9796394122229073,4,1.0565999762927811,0,1,0,1,0,c30e2e4d0abce6b4db1d0280778d04d4,0,1,0,0,0,1,0
93,3.0704073217401198,0.0,177.21,1.3083509485867257,0.146694,44.31137796,1.4355258514986549,1.4320066872695985,1,1.2545480771089739,6,1.0565999762927811,0,1,0,1,0,599a07e92a3980ae637d36cd6111045f,0,0,0,0,1,0,0
94,3.92272545799326,0.0,1251.18,1.2084413564385674,0.144152,44.31137796,2.137164145129356,1.5524248457040855,1,2.087532975734094,5,1.1714339009430081,0,1,0,1,0,ac9033ee1d6056f4ac827d79bedcc72d,0,1,0,0,0,0,1
95,4.184577874932025,0.0,1313.84,2.1182978013327767,0.120372,40.606701,2.150203628762808,1.5094713521025485,1,2.195954973023525,4,1.262949174715528,0,1,0,1,0,900937b8062eaec84aa1e5f16cdfe57d,0,0,0,1,0,0,1
96,4.2615721191144775,0.0,1310.31,2.1159099218770607,0.118646,40.606701,2.04883008652835,1.5247854493212223,1,2.2041742660735197,4,1.3222192947339193,0,0,0,0,0,99158224050f70b152be49f14f86686b,0,0,0,1,0,0,1
97,3.8988348380682742,0.0,1179.04,0.0,0.144902,44.31137796,2.4766867429456445,1.2926990030439298,1,2.040087843469881,7,1.1522883443830565,0,0,1,0,1,6a4526450ca4ee8a2cd6709b2a627c8d,0,1,0,0,0,1,0
98,4.724185723655114,4.382287266257902,4608.72,1.2871296207191107,0.143166,44.31137796,2.9021117234480043,1.073351702386901,2,2.5605760947510037,4,1.130333768495006,0,0,0,0,0,da81ccd181f3283287a174f4eca547de,0,1,0,0,0,0,1
99,3.208710019906401,0.0,218.71,1.1723109685219542,0.165793,44.31137796,0.0,1.0425755124401905,1,1.3463529744506386,6,1.0549958615291415,0,0,0,0,0,bd265cf7f018d2bea11e0cae69b493f1,0,1,0,0,0,1,0
100,5.962232916415726,0.0,1013.87,1.3111178426625056,0.144902,44.31137796,0.0,1.3053513694466237,1,2.0339863652396057,6,1.0565999762927811,0,0,0,0,0,2c8177dd04a8d4760c8ae4630d5db435,0,0,0,0,0,1,0
101,3.3569814009931314,0.0,342.23,0.0,0.1457109999999999,44.31137796,1.7683420586445333,1.5048784594102158,1,1.5584685625237948,3,1.2041199826559248,0,0,0,0,0,3beb7a9262b1e77bdd8520a546e7a579,0,1,0,0,0,0,1
102,3.760422483423212,0.0,593.6,1.1634595517699902,0.167093,45.81137796,0.0,1.300812794118117,1,1.8550949511586219,6,1.0970489650111306,0,0,0,0,0,7e6b8140b261e49bd1f6bfa03266355d,0,1,0,0,1,0,0
103,4.7036266444145545,0.0,5445.84,2.1242106834362176,0.112922,40.606701,2.6263403673750423,1.3001605369513523,1,2.6517818134803974,6,1.3010299956639813,0,1,0,0,1,8a03a1cb07e0c84dc84f9832eae4d23f,0,0,1,0,0,1,0
104,3.4424797690644486,0.0,417.34,1.2081725266671217,0.147506,45.80687796,0.0,1.2814878879400813,1,1.7307015442818452,4,1.0569048513364727,0,0,0,0,0,fdfe279dd0446c30e15ecfab16b9002b,0,1,0,0,0,0,1
105,3.471144965160633,0.0,445.9,1.2583978040955086,0.142881,46.30537836,0.0,1.462697408101717,1,1.4435758797502576,6,1.171901890731724,0,0,0,0,0,cf6526ff2524fb9a3663f8fca1bdf6c3,0,1,0,0,0,1,0
106,3.1357685145678222,0.0,258.84,1.294466226161593,0.186188,45.80687796,1.8117760216029037,1.6750447359558926,1,1.266936911159173,4,1.1522883443830565,0,1,0,1,0,882b924b96a0a422a5930cc87673051e,0,1,0,0,0,0,1
107,3.7777891874348675,0.0,636.86,2.1135757168005678,0.1152369999999999,40.9390266,1.9217384836845988,1.4225898398514822,1,1.8344842853348053,4,1.2600713879850747,1,0,1,0,1,0b0da18e644bac389ba02ab23e1487ed,0,1,0,0,0,0,1
109,6.359615244893542,0.0,1263.69,0.0,0.1457109999999999,44.31137796,0.0,1.3471347829100198,1,2.095378599560064,6,1.0969100130080565,0,0,0,0,0,778ddcb8f3092f5b501e7ae19ce228f3,0,0,1,0,1,0,0
110,2.7234556720351857,0.0,142.05,1.2871296207191107,0.273963,59.26637796,1.6260322478290188,2.2972789102331133,1,1.8260099777911003,3,1.150756439860309,1,1,0,1,0,0019baf3ed1242cd99b3cb592030446f,0,1,0,0,0,0,1
