,cons_12m,cons_gas_12m,forecast_meter_rent_12m,forecast_price_energy_off_peak,imp_cons,margin_gross_pow_ele,net_margin,num_years_antig,pow_max,churn,date_end_offpeak,date_end_peak,channel_sales_ewpakwlliwisiwduibdlfmalxowmwpci,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,channel_sales_lmkebamcaaclubfxadlmueccxoimlema,channel_sales_usilxuppasemubllopkaafesmlibmsdf,origin_up_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_up_ldkssxwpmemidmecebumciepifcamkci,origin_up_lxidpiddsbxsbosboudacockeimpuepw
15,4.67228262478892,0.0,1.2324878663529861,0.144902,2.2028423651946323,1.3070679506612983,2.1177351793304964,4,1.0565999762927811,0,0,0,0,0,1,0,0,1,0
16,5.895719157369822,4.906248820942806,1.24551266781415,0.1640579999999999,3.4126923332972745,1.4261858252445114,3.036932156924904,6,1.0934216851622351,0,1,0,0,0,0,0,0,0,1
17,4.488226284535642,0.0,2.0764219673605933,0.1128599999999999,0.0,1.307282047033346,2.527346292603316,5,1.414973347970818,0,0,1,0,1,0,0,0,0,0
18,4.395134107477812,0.0,2.154697793596388,0.115174,1.9050399280762116,1.3535315590777621,2.0734983987172617,5,1.2041471252128475,0,0,0,0,0,0,0,0,1,0
19,4.187859000340963,0.0,1.2857822737793947,0.1457109999999999,0.0,1.3974185423513477,1.3025473724874856,4,1.146128035678238,0,0,0,0,1,0,0,0,0,1
20,4.224869594573257,0.0,2.1230999552555745,0.1152369999999999,2.2805556080062743,0.8808135922807914,2.3103746420476123,6,1.3180633349627615,0,0,0,0,1,0,0,1,0,0
21,4.431170701483257,0.0,2.117105502761251,0.1186359999999999,2.6177130898634275,1.6843964784190204,2.5017847633884998,5,1.5563025007672873,0,1,0,0,1,0,0,0,0,1
22,4.313044233082023,0.0,0.0,0.142417,2.7402758219108154,0.7109631189952756,2.409865523598587,3,1.0791812460476249,0,1,0,0,0,0,1,0,0,1
23,4.084862139048422,0.0,1.2410481506716444,0.160302,0.0,1.3873898263387294,2.096458111717453,3,1.0565999762927811,0,1,0,0,1,0,0,1,0,0
24,4.118033128828567,0.0,1.3119656603683663,0.143478,0.0,0.658964842664435,2.1809855807867304,6,1.1522883443830565,0,0,0,0,0,0,0,1,0,0
25,3.554489160003819,0.0,2.1672582430436282,0.1152369999999999,1.5264685124694775,1.768786046908014,1.5994463757252757,5,1.3820170425748683,1,0,0,0,1,0,0,0,0,1
26,3.4204508591060683,0.0,1.2299376859079338,0.1457109999999999,0.0,1.1942367487238292,1.5979144712025282,6,1.0565999762927811,0,0,1,0,0,0,0,0,1,0
27,3.680607428991788,0.0,0.0,0.144039,0.0,1.3100557377508915,1.7853298350107671,4,1.130333768495006,0,0,0,0,1,0,0,0,0,1
28,3.9004217534577377,0.0,2.1243737864846297,0.1152369999999999,2.0600175425316003,1.3222192947339193,1.9777693180915743,6,1.2043913319192996,0,0,0,0,0,0,0,1,0,0
29,6.2688018472621625,4.622048150919247,2.00021709297223,0.1152369999999999,0.0,1.64777405026883,2.6887934392855377,5,1.4771212547196624,0,0,1,0,0,1,0,0,1,0
30,2.5118833609788744,0.0,0.31806333496276157,0.14317,0.0,1.2926990030439298,0.35602585719312274,7,1.1522883443830565,1,0,1,0,1,0,0,0,1,0
31,3.3230457354817013,0.0,1.3138672203691535,0.198096,0.0,1.4617985575251093,1.3010299956639813,4,1.0565999762927811,0,0,1,0,0,0,1,1,0,0
32,4.292123103712869,0.0,1.2683439139510646,0.143166,0.0,1.2659963704950792,2.3891483576973775,4,1.171901890731724,0,0,1,0,0,0,1,0,0,1
33,4.621332101120808,0.0,2.117171827514267,0.1165089999999999,2.616517523414803,1.04766419460156,2.6798093267246728,3,1.4976206497812878,0,0,0,0,0,0,1,0,0,1
34,4.579440597139797,0.0,2.1195198178681944,0.114604,2.52022143588196,1.659345635746177,2.611702070594105,11,1.5314789170422551,0,0,0,0,0,0,0,0,1,0
35,4.615055304179721,0.0,2.1689686465547657,0.1153599999999999,2.5478731179153007,0.6739419986340879,2.704553725668024,4,1.3180633349627615,0,0,0,0,1,0,0,0,0,1
36,6.3037988976310535,0.0,1.2335037603411345,0.144902,1.714245911017894,1.3525683861793085,1.7107940999303275,5,1.1522883443830565,0,0,1,0,0,1,0,1,0,0
37,4.310268366632448,0.0,2.0843975191411492,0.120372,0.0,1.7880976333802974,2.051692641798037,6,1.4409090820652177,0,1,0,0,0,1,0,1,0,0
38,3.775100498879025,0.0,1.2893659515200318,0.1457109999999999,1.673665876245702,1.404833716619938,1.7135745377720697,6,1.2041199826559248,0,0,0,0,1,0,0,0,0,1
39,3.78161178249315,0.0,1.3126004392612594,0.147506,0.0,1.2583978040955086,1.9416604783883924,4,1.0565999762927811,0,0,0,0,0,0,1,1,0,0
40,6.287442056839868,0.0,1.720985744153739,0.143166,2.7109884661825383,1.1122697684172707,2.4475611176714263,3,1.171726453653231,0,0,1,0,1,0,0,0,0,1
41,3.961041216953312,0.0,1.2385478876813278,0.142881,1.8773137433122384,1.4842998393467859,1.503790683057181,4,1.171901890731724,0,0,1,0,1,0,0,0,0,1
42,3.629409599102719,0.0,1.2489536154957075,0.144902,0.0,1.1942367487238292,1.8151791301394187,4,1.0565999762927811,0,0,1,1,0,0,0,0,1,0
43,4.086359830674748,0.0,1.3443922736851108,0.145877,0.0,1.3873898263387294,2.196480167700148,5,1.0565999762927811,0,1,0,0,0,1,0,0,1,0
44,4.141763230275788,0.0,1.2846562827885157,0.146694,0.0,1.4944328987263986,0.2741578492636798,5,1.1522883443830565,0,1,0,0,0,0,1,0,0,1
45,5.043499815578472,0.0,2.1234269350044213,0.1169099999999999,2.437243061177006,1.5198279937757189,2.620906062403131,4,1.441066406639263,0,0,0,0,1,0,0,0,0,1
46,4.898127066649166,0.0,2.11882666293329,0.114025,2.3062105081677613,1.1258064581395268,2.4952112044578283,6,1.3180633349627615,0,0,1,0,1,0,0,0,1,0
47,3.7129021250472225,0.0,0.0,0.0006,0.0,1.403635189790548,1.9100905455940682,5,1.1720188094245565,0,0,0,0,0,0,0,0,0,1
48,4.9453651693718585,0.0,2.1655707406329,0.115744,2.786808188955903,1.5299434016586693,2.8575556182150303,6,1.5314789170422551,1,1,0,0,1,0,0,0,0,1
49,4.34896651180206,0.0,2.1584831126992476,0.1152369999999999,2.3576680930436336,1.0386201619497029,2.3717880089022003,5,1.7283537820212285,0,0,0,1,0,0,0,1,0,0
50,4.500428598023598,0.0,2.115943176939055,0.120372,1.1202447955463652,2.0409976924234905,1.0538464268522527,5,1.6901960800285136,0,1,0,0,1,0,0,0,0,1
51,5.666187454051778,0.0,2.0738649229029993,0.1152369999999999,0.0,1.0806264869218056,2.5723487407451597,3,1.5314789170422551,0,0,0,0,1,0,0,0,0,1
52,4.025428761407241,0.0,2.115976429454818,0.120372,1.998520882835038,1.5707763687947482,2.1416378746732714,4,1.3222192947339193,0,1,0,0,1,0,0,0,0,1
53,4.333527878521092,0.0,1.2327420627207368,0.144149,0.0,1.3070679506612983,2.4813136109793765,3,1.0565999762927811,1,0,0,0,1,0,0,0,0,1
54,5.542651176455405,0.0,2.1572451604751945,0.1165089999999999,2.341117839133862,0.7371926427047373,2.5628041979142773,5,2.0043213737826426,0,0,0,0,0,0,0,0,1,0
55,3.8642143304613294,0.0,1.2860071220794747,0.1457109999999999,2.357858648301793,1.4577305482459986,2.0511525224473814,4,1.2041199826559248,0,0,0,0,1,0,0,0,0,1
56,6.052815865775045,0.0,2.114744387545126,0.1165089999999999,2.07448730498569,0.5390760987927766,2.2403245550904343,4,1.3163897510731954,1,0,0,0,1,0,0,0,0,1
57,4.056904851336473,0.0,1.1886472959997172,0.186188,2.316787811602096,1.5861370252307931,2.9374878012879626,5,1.130333768495006,0,0,0,0,1,0,0,0,0,1
58,5.211366198042725,0.0,2.1195198178681944,0.115744,2.9231403560252005,1.2385478876813278,2.831601055400997,5,1.2405492482825997,0,1,0,0,1,0,0,0,0,1
59,5.199272359547378,5.27554629383269,2.1148110738380637,0.114481,2.973700375165847,1.5659658174466666,2.764220979762992,6,1.6127838567197355,0,0,0,0,0,0,0,0,0,1
60,4.926399045298819,5.271511696145945,2.1242759320063374,0.1165089999999999,2.4821443856374104,0.2552725051033058,2.599479143187427,4,1.2612628687924936,0,0,0,0,0,0,1,1,0,0
61,3.4605971888976015,0.0,1.2016701796465816,0.146694,0.0,1.5524248457040855,1.6989700043360187,3,1.171901890731724,0,1,0,0,0,1,0,1,0,0
62,3.936915680945254,0.0,2.115943176939055,0.1169,1.585799009013001,1.7239479764316434,1.6671726724788685,6,1.3381575642717727,0,1,0,0,0,0,0,0,0,1
64,3.7545776560447304,0.0,1.263636068588108,0.1458839999999999,0.0,1.3937506403480804,1.9217904856581869,5,1.0565999762927811,0,1,0,1,0,0,0,0,1,0
65,6.00756856255847,5.273184216267906,2.1697038169945717,0.115174,1.1092409685882032,1.6812412373755872,1.1928461151888416,5,1.4871383754771865,0,0,0,0,1,0,0,0,0,1
66,4.220265033587232,5.356121506236986,2.1244716189194874,0.1169,2.303390474113389,1.4102709642521845,2.265407496531089,6,1.2430380486862944,0,1,0,0,1,0,0,1,0,0
67,3.3984608496082234,0.0,1.3119656603683663,0.1457109999999999,0.0,1.3714373174041008,1.567731962548069,4,1.171901890731724,0,0,0,0,0,1,0,0,1,0
68,4.967168738994971,0.0,2.166637294231805,0.113323,2.866913217335921,1.2024883170600935,2.929311616174098,6,1.7481880270062005,0,0,1,0,1,0,0,0,0,1
69,2.776701183988411,0.0,1.165541076722373,0.16304,0.0,1.3332456989619628,1.3370597263205246,6,1.0565999762927811,0,0,0,0,1,0,0,1,0,0
70,4.80967416476564,4.326376830173809,2.164442085209516,0.1186359999999999,2.5769974799267477,1.369957607346053,2.7252253622308817,3,1.2041471252128475,1,0,0,0,1,0,0,0,1,0
71,4.8320232533073915,4.167140035508358,2.172573743771971,0.112852,2.6721902511882525,1.3205616801952367,2.757896848931442,3,1.3222192947339193,0,1,0,0,1,0,0,0,0,1
72,3.805092878342673,0.0,1.2370407913791908,0.145541,2.2171416379382807,1.5524248457040855,2.0120353591495292,6,1.171901890731724,0,1,0,0,0,0,0,1,0,0
73,3.8477576883923312,0.0,1.311541958401195,0.147506,0.0,1.378216149749878,2.013174409878867,4,1.171901890731724,0,0,0,0,0,0,1,1,0,0
74,4.294576439201622,4.660827546698382,2.1112288982341556,0.1165089999999999,2.1728946977521764,1.7912694809102685,1.8316778491914667,5,1.414973347970818,0,0,0,0,0,1,0,0,0,1
75,4.198767021009409,0.0,1.2425414282983842,0.1458839999999999,0.0,1.5861370252307931,1.6634182122526797,6,1.2041199826559248,0,1,0,0,0,0,0,1,0,0
76,4.038659894302496,0.0,1.2474822606770544,0.165793,2.338536173355659,1.1922886125681202,1.7840464158081133,7,1.0549958615291415,0,0,1,0,1,0,0,0,1,0
77,4.180441298194719,0.0,1.0557604646877348,0.1640579999999999,2.694973534979556,1.4879863311293935,2.1319392952104246,3,1.1900514177592059,0,1,0,1,0,0,0,0,0,1
78,3.5121505369220305,0.0,1.2415464805965484,0.1457109999999999,0.0,1.044539760392411,1.6842167951388805,5,1.0565999762927811,0,0,1,0,0,0,0,0,1,0
79,3.6104472214421213,0.0,1.252610340567373,0.142822,1.9890936926103255,1.2174839442139063,1.7808211758534729,6,1.0791812460476249,0,0,1,1,0,0,0,1,0,0
80,4.20854884177061,0.0,0.0,0.115174,2.193653224907199,1.1430148002540952,2.2618573856298982,6,1.3364597338485296,0,0,1,0,0,0,0,1,0,0
81,4.712304485510429,0.0,1.2617385473525378,0.159815,0.0,0.7656685547590141,2.0905049414240433,3,1.0549958615291415,1,0,0,0,1,0,0,0,1,0
82,3.243286146083446,0.0,2.1099495802305883,0.120372,0.850033257689769,1.584218112117405,1.3592661646067485,4,1.2430380486862944,0,1,0,0,1,0,0,0,0,1
83,4.71412010756549,0.0,2.1194868355646355,0.1186359999999999,2.6101595844990424,1.391993072259713,2.736786793449335,4,1.437750562820388,0,1,0,0,1,0,0,0,0,1
84,4.582847113905814,0.0,2.2272695167098435,0.114025,2.3714003860309845,1.3977662561264501,2.4713210542893744,5,1.7075701760979363,0,0,1,0,1,0,0,0,0,1
85,4.927000593342864,0.0,2.115976429454818,0.1157609999999999,2.513337480770356,1.4222614508136027,2.6334583555904723,4,1.3432115901797474,1,0,0,0,1,0,0,0,0,1
86,3.92147838037569,0.0,1.2442771208018428,0.142065,0.0,1.455149521179828,2.053232148840502,6,1.1553360374650619,0,0,0,0,1,0,0,0,0,1
87,3.1878026387184195,1.6434526764861874,2.1242106834362176,0.1169099999999999,0.4517864355242902,1.6382895354142568,0.5352941200427705,6,1.255272505103306,1,0,0,0,0,0,0,0,1,0
88,3.216165902285993,0.0,1.1702617153949575,0.182936,0.0,1.6954816764901974,1.4598446423882079,4,1.171901890731724,0,1,0,0,1,0,0,0,0,1
89,3.6559064181802152,0.0,1.2345172835126867,0.14531,0.0,1.3517963068970236,1.8112397727532894,4,1.0565999762927811,0,0,0,0,1,0,0,0,1,0
90,3.5883837683787276,0.0,1.2893659515200318,0.144902,0.0,1.2699796766453237,1.7394932307816149,6,1.130333768495006,0,0,1,0,1,0,0,0,0,1
91,3.9037409406215384,0.0,2.125578849002185,0.1169,1.9563605536733222,1.584218112117405,1.9445813642269263,6,1.2430380486862944,0,1,0,0,1,0,0,1,0,0
92,3.8175653695597807,0.0,1.249931756634195,0.14531,2.215373152783422,1.4320066872695985,1.9796394122229073,4,1.0565999762927811,0,1,0,0,1,0,0,0,1,0
93,3.0704073217401198,0.0,1.3083509485867257,0.146694,1.4355258514986549,1.4320066872695985,1.2545480771089739,6,1.0565999762927811,0,1,0,0,0,0,0,1,0,0
94,3.92272545799326,0.0,1.2084413564385674,0.144152,2.137164145129356,1.5524248457040855,2.087532975734094,5,1.1714339009430081,0,1,0,0,1,0,0,0,0,1
95,4.184577874932025,0.0,2.1182978013327767,0.120372,2.150203628762808,1.5094713521025485,2.195954973023525,4,1.262949174715528,0,1,0,0,0,0,1,0,0,1
96,4.2615721191144775,0.0,2.1159099218770607,0.118646,2.04883008652835,1.5247854493212223,2.2041742660735197,4,1.3222192947339193,0,0,0,0,0,0,1,0,0,1
97,3.8988348380682742,0.0,0.0,0.144902,2.4766867429456445,1.2926990030439298,2.040087843469881,7,1.1522883443830565,0,0,1,0,1,0,0,0,1,0
98,4.724185723655114,4.382287266257902,1.2871296207191107,0.143166,2.9021117234480043,1.073351702386901,2.5605760947510037,4,1.130333768495006,0,0,0,0,1,0,0,0,0,1
99,3.208710019906401,0.0,1.1723109685219542,0.165793,0.0,1.0425755124401905,1.3463529744506386,6,1.0549958615291415,0,0,0,0,1,0,0,0,1,0
100,5.962232916415726,0.0,1.3111178426625056,0.144902,0.0,1.3053513694466237,2.0339863652396057,6,1.0565999762927811,0,0,0,0,0,0,0,0,1,0
101,3.3569814009931314,0.0,0.0,0.1457109999999999,1.7683420586445333,1.5048784594102158,1.5584685625237948,3,1.2041199826559248,0,0,0,0,1,0,0,0,0,1
102,3.760422483423212,0.0,1.1634595517699902,0.167093,0.0,1.300812794118117,1.8550949511586219,6,1.0970489650111306,0,0,0,0,1,0,0,1,0,0
103,4.7036266444145545,0.0,2.1242106834362176,0.112922,2.6263403673750423,1.3001605369513523,2.6517818134803974,6,1.3010299956639813,0,1,0,0,0,1,0,0,1,0
104,3.4424797690644486,0.0,1.2081725266671217,0.147506,0.0,1.2814878879400813,1.7307015442818452,4,1.0569048513364727,0,0,0,0,1,0,0,0,0,1
105,3.471144965160633,0.0,1.2583978040955086,0.142881,0.0,1.462697408101717,1.4435758797502576,6,1.171901890731724,0,0,0,0,1,0,0,0,1,0
106,3.1357685145678222,0.0,1.294466226161593,0.186188,1.8117760216029037,1.6750447359558926,1.266936911159173,4,1.1522883443830565,0,1,0,0,1,0,0,0,0,1
107,3.7777891874348675,0.0,2.1135757168005678,0.1152369999999999,1.9217384836845988,1.4225898398514822,1.8344842853348053,4,1.2600713879850747,1,0,1,0,1,0,0,0,0,1
109,6.359615244893542,0.0,0.0,0.1457109999999999,0.0,1.3471347829100198,2.095378599560064,6,1.0969100130080565,0,0,0,0,0,1,0,1,0,0
110,2.7234556720351857,0.0,1.2871296207191107,0.273963,1.6260322478290188,2.2972789102331133,1.8260099777911003,3,1.150756439860309,1,1,0,0,1,0,0,0,0,1
111,3.6068111469189637,4.1550322287909704,2.1595972679874085,0.1169099999999999,1.563599728881531,1.4892551683692605,1.6973165417323834,3,1.2430380486862944,0,0,0,0,0,0,1,0,0,1
112,4.701084206938855,4.448195994641067,1.314077991779213,0.146694,0.0,1.4520932490177314,2.1533269614909067,5,1.1522883443830565,0,0,0,0,0,1,0,1,0,0
113,4.132323740040991,2.444044795918076,1.2803506930460056,0.143166,2.600504606645505,1.1038037209559568,2.185173712357337,3,1.0791812460476249,0,0,1,0,1,0,0,0,0,1
114,3.266231696689893,0.0,1.2370407913791908,0.142881,1.6609602917760835,1.462697408101717,1.3543005623453597,6,1.171901890731724,0,0,0,0,1,0,0,1,0,0
115,4.1264561134318045,0.0,1.2860071220794747,0.1457109999999999,0.0,1.2699796766453237,1.9396689835223266,4,1.130333768495006,0,0,1,0,1,0,0,0,0,1
116,3.3271545124094315,0.0,1.2415464805965484,0.144902,0.0,1.1405080430381795,1.4795753101749884,6,1.1522883443830565,0,0,1,0,0,0,0,0,1,0
117,3.2245330626060857,0.0,2.129464309782377,0.1153599999999999,0.6757783416740851,1.5847833789965078,0.631443769013172,6,1.2041471252128475,1,0,0,0,0,1,0,1,0,0
118,4.272445019048976,0.0,1.1936810295412816,0.147506,0.0,1.4345689040341987,1.7141620460988531,5,1.2041199826559248,0,0,0,0,0,0,0,1,0,0
119,4.61897847795803,0.0,2.1543631006663166,0.115939,2.7169794085573584,0.829946695941636,2.7228559481762478,3,1.262949174715528,0,0,0,0,1,0,0,0,1,0
120,4.370735083715832,3.898396045930009,1.2427898094786765,0.1640569999999999,0.0,1.1958996524092338,2.2903463006539324,6,1.171901890731724,0,0,1,0,1,0,0,1,0,0
121,5.729143722658436,5.167887156919553,1.2332500095411003,0.1646369999999999,2.258996253248911,1.2605483726369795,2.221701064384597,6,1.0565999762927811,0,0,0,0,0,1,0,1,0,0
122,4.882148707810854,0.0,1.2372923375674587,0.143478,2.828008611063375,0.5797835966168101,2.471188994136752,4,1.0565999762927811,0,0,0,1,0,0,0,1,0,0
123,4.54476236021663,0.0,1.171141151028382,0.143166,2.9397438296202116,1.3581252852766486,2.6587076184565186,4,1.150756439860309,0,0,0,0,1,0,0,0,0,1
124,3.9647309210536292,0.0,1.2518814545525276,0.16464,2.3947317804695296,1.044539760392411,1.9956790605116221,6,1.0565999762927811,0,0,1,0,0,0,0,1,0,0
125,3.642958879409791,0.0,1.6200318951262973,0.164635,0.0,1.4520932490177314,1.7018269303971394,5,1.1522883443830565,0,0,0,0,0,0,0,1,0,0
126,6.278678392923027,0.0,1.6582976503081899,0.1646369999999999,0.0,1.2469906992415498,2.6578681990467907,6,1.1522883443830565,0,0,1,0,0,1,0,1,0,0
127,3.9279859470994287,0.0,1.2299376859079338,0.146348,0.0,1.2073650374690719,1.932372282147914,6,1.1522883443830565,0,0,0,0,0,0,0,1,0,0
128,4.595231596358727,0.0,2.125481265700594,0.1128599999999999,1.9703468762300933,1.6211762817750353,2.1549106457885236,6,1.3304137733491908,0,1,0,0,0,0,0,1,0,0
129,3.225309281725863,0.0,1.2690457096576229,0.19923,1.4372747974101237,1.651278013998144,1.2911467617318857,6,1.130333768495006,0,1,0,0,0,1,0,0,0,1
130,5.231579169696331,0.0,1.0273496077747566,0.1457109999999999,1.0751818546186915,1.369957607346053,1.9262395210458623,6,1.1702617153949575,0,0,0,0,0,1,0,1,0,0
131,3.3756636139608855,0.0,1.2304489213782739,0.146348,0.0,1.3332456989619628,1.5455545072340648,6,1.0565999762927811,0,0,0,0,0,0,0,1,0,0
132,3.9920672600276665,0.0,2.1231653709029192,0.115174,2.154849841520744,1.9786369483844743,2.0268191592412266,12,1.587823171318955,0,0,0,0,0,0,0,0,1,0
133,3.343802333161655,0.0,1.1775364999298623,0.161165,0.9299295600845878,1.4320066872695985,1.4962375451667351,4,1.0565999762927811,1,0,1,0,0,0,1,0,0,1
134,6.4938915713497565,5.670589069893688,1.6103407114521568,0.1186359999999999,2.549530474736012,1.3979400086720377,2.5894580904649795,4,1.2304489213782739,0,1,0,0,1,0,0,0,0,1
136,3.3016809492935764,0.0,1.250175948083925,0.146694,0.0,1.3498600821923312,1.5059635180181261,6,1.0549958615291415,0,0,0,0,0,0,0,1,0,0
137,3.668851648082519,0.0,1.2893659515200318,0.144038,0.0,1.3121773564397787,1.7659664247857139,6,1.130333768495006,0,1,0,0,0,0,0,0,0,1
138,4.172573743771971,0.0,1.2299376859079338,0.146348,0.0,1.2814878879400813,1.9494875899465036,6,1.0565999762927811,0,0,0,0,1,0,0,1,0,0
139,4.548069876093727,4.304835069229006,2.1565491513317814,0.148299,2.772776304152248,2.1624150361064465,2.783396129829009,4,1.649334858712142,0,0,0,0,1,0,0,0,0,1
140,4.373922952384584,0.0,2.120080134129453,0.1169099999999999,0.0,1.3873898263387294,2.510451171014565,3,1.3617278360175928,0,0,0,0,1,0,0,0,0,1
141,6.194047883975515,0.0,0.0,0.146694,0.0,1.4520932490177314,2.018450832386356,6,1.1522883443830565,0,0,0,0,0,1,0,1,0,0
142,6.24055548810102,0.0,1.2445245115700838,0.161454,2.6861355591066367,1.379305517750582,2.4140369356649165,6,1.171901890731724,0,0,0,0,0,1,0,1,0,0
143,3.9330314951024055,0.0,1.2946866242794433,0.14398,0.0,1.2533380053261065,2.0631831879675757,6,1.0565999762927811,0,0,0,0,1,0,0,0,0,1
144,3.6934631272195313,0.0,1.3126004392612594,0.146694,0.0,1.4300750555519393,0.012837224705172217,5,1.0549958615291415,0,1,0,1,0,0,0,1,0,0
145,4.019157847739282,0.0,0.8756399370041683,0.1457109999999999,2.465858530008463,1.1038037209559568,2.154819436194173,3,1.0791812460476249,0,0,1,0,0,0,1,0,0,1
146,3.78254428401001,0.0,1.420450859106068,0.144902,2.2591397584210187,1.301897717195208,1.9444826721501687,7,1.1613680022349748,0,0,1,0,1,0,0,0,0,1
147,3.6278776945799716,3.5402042998420598,1.2329961103921538,0.143227,0.0,1.4320066872695985,1.8269813369119936,6,1.0565999762927811,0,1,0,0,0,0,0,1,0,0
148,5.921233220488844,0.0,1.2327420627207368,0.1646369999999999,2.3647385550553985,1.2469906992415498,2.180097188980094,6,1.1522883443830565,0,0,1,0,0,1,0,1,0,0
149,3.7686381012476144,0.0,1.252853030979893,0.144902,0.0,1.038222638368718,1.885078384149224,6,1.1522883443830565,1,0,0,0,0,1,0,0,0,1
150,5.161305099858348,0.0,0.32633586092875144,0.145789,0.0,0.8561244442423004,2.6526040754944344,4,1.1522883443830565,0,0,0,0,1,0,0,0,0,1
151,5.613895709088919,0.0,1.5992278627737964,0.1640579999999999,3.0514843896204717,1.4879863311293935,2.5011414552877826,6,1.1522883443830565,0,1,0,0,0,0,0,1,0,0
152,2.9444826721501687,0.0,1.2190603324488614,0.1457109999999999,0.0,1.3525683861793085,1.1640552918934517,6,1.1522883443830565,0,0,1,0,0,0,0,1,0,0
153,5.436501360067851,0.0,2.121855182166855,0.114603,2.4267876904579957,1.401055725771844,2.6881883739366943,4,1.3222192947339193,0,0,0,1,0,0,0,0,1,0
154,3.9521140849069925,0.0,2.1163088146554165,0.120372,1.901131251355372,1.5901728315963144,2.065467672465651,6,1.209515014542631,0,1,0,1,0,0,0,1,0,0
155,5.336999764360528,0.0,2.075145327053852,0.1152369999999999,2.7348158254077806,0.6901960800285137,2.759554535696884,5,1.3381575642717727,0,0,0,0,1,0,0,0,0,1
156,4.336719832364342,0.0,1.2506639194632434,0.141434,2.7005739284858166,1.0806264869218056,2.410034503205366,3,1.0565237240791003,0,0,1,0,1,0,0,0,0,1
157,3.8752349464501648,0.0,1.3142886609474977,0.141491,2.1543631006663166,1.571009672309305,2.091491094267951,4,1.1900514177592059,0,1,0,1,0,0,0,0,1,0
158,4.177276711258586,3.641870545476313,2.0712927338345746,0.117496,0.0,1.493876110852823,2.313825053809394,6,1.414973347970818,0,0,0,0,0,1,0,0,0,0
159,2.690196080028514,0.0,1.2304489213782739,0.146348,0.0,1.4539295920577286,0.8970770032094203,6,1.1522883443830565,0,0,0,0,0,1,0,1,0,0
160,4.785998560572464,0.0,2.160168292958512,0.1169,3.2791077493839964,2.3973141739088453,2.543981176766847,3,2.2227164711475833,0,1,0,0,0,0,1,0,0,1
162,4.1917862475822,0.0,2.1214285183679626,0.1165089999999999,1.8131137540078985,0.9661417327390326,2.335959106148248,3,1.6498020095086041,0,0,0,0,1,0,0,0,1,0
